age,gender,met,duration,frequency,weekly_met,label
26,1,4.0,45,5,900.0,Moderate
20,1,3.8,45,5,855.0,Moderate
60,1,4.0,60,1,240.0,Light
37,1,7.0,60,6,2520.0,Very Active
58,0,7.0,60,2,840.0,Moderate
47,0,3.3,20,5,330.0,Light
18,0,9.5,60,5,2850.0,Very Active
18,1,7.0,30,4,840.0,Moderate
55,1,2.5,60,1,150.0,Sedentary
18,0,9.0,60,5,2700.0,Very Active
28,0,7.0,30,4,840.0,Moderate
67,0,1.5,30,2,90.0,Sedentary
63,1,6.0,30,2,360.0,Light
20,1,4.0,30,1,120.0,Sedentary
30,0,1.5,20,4,120.0,Sedentary
71,0,6.0,60,5,1800.0,Very Active
35,0,6.0,60,1,360.0,Light
26,0,3.8,60,6,1368.0,Active
52,1,6.0,45,7,1890.0,Very Active
56,0,3.0,20,7,420.0,Light
37,0,3.0,20,7,420.0,Light
36,1,8.0,45,5,1800.0,Active
28,0,2.5,45,2,225.0,Sedentary
54,0,3.0,60,6,1080.0,Active
21,1,5.0,30,1,150.0,Sedentary
49,1,2.0,30,5,300.0,Light
59,1,10.0,60,1,600.0,Moderate
51,1,6.0,60,4,1440.0,Active
20,0,1.5,45,6,405.0,Light
40,1,9.0,20,1,180.0,Sedentary
26,1,7.0,20,6,840.0,Moderate
71,0,3.3,30,5,495.0,Moderate
55,1,3.0,30,6,540.0,Moderate
61,0,9.0,20,6,1080.0,Active
69,1,2.0,20,2,80.0,Sedentary
37,0,5.0,30,7,1050.0,Moderate
37,0,4.0,30,2,240.0,Sedentary
59,1,3.5,45,7,1102.5,Active
19,0,3.0,30,6,540.0,Light
32,0,6.0,20,2,240.0,Sedentary
31,1,3.0,45,6,810.0,Moderate
19,1,10.0,45,2,900.0,Moderate
24,1,7.3,30,2,438.0,Light
37,0,8.0,20,7,1120.0,Moderate
28,0,9.0,20,4,720.0,Moderate
50,1,9.5,20,1,190.0,Sedentary
20,1,2.8,20,5,280.0,Sedentary
33,1,2.0,60,4,480.0,Light
69,0,3.3,45,3,445.5,Light
51,1,2.5,20,3,150.0,Sedentary
53,1,7.0,45,5,1575.0,Active
18,1,3.0,30,7,630.0,Moderate
71,0,1.5,60,2,180.0,Sedentary
30,1,1.5,30,6,270.0,Sedentary
66,0,7.0,60,5,2100.0,Very Active
74,1,1.3,60,1,78.0,Sedentary
27,1,10.0,30,1,300.0,Sedentary
34,0,2.8,45,4,503.99999999999994,Light
39,1,10.0,45,1,450.0,Light
53,0,2.5,60,3,450.0,Light
40,1,3.8,60,2,456.0,Light
68,1,7.0,60,5,2100.0,Very Active
22,0,9.0,20,3,540.0,Light
37,0,2.0,45,2,180.0,Sedentary
42,1,4.0,45,3,540.0,Light
68,1,6.0,30,5,900.0,Moderate
42,1,2.5,60,7,1050.0,Moderate
54,0,2.5,20,4,200.0,Sedentary
28,0,1.5,60,3,270.0,Sedentary
30,0,3.0,45,7,945.0,Moderate
44,1,6.0,20,4,480.0,Light
21,1,9.5,45,2,855.0,Moderate
42,0,3.5,30,4,420.0,Light
25,1,7.0,60,5,2100.0,Very Active
74,1,6.0,45,2,540.0,Moderate
68,1,7.0,20,4,560.0,Moderate
27,0,6.0,60,3,1080.0,Moderate
57,1,9.5,30,2,570.0,Moderate
65,1,9.0,60,4,2160.0,Very Active
38,0,3.0,45,6,810.0,Moderate
75,1,8.0,30,6,1440.0,Active
57,1,1.5,20,1,30.0,Sedentary
28,0,3.5,30,3,315.0,Light
24,1,10.0,60,4,2400.0,Very Active
43,0,2.8,45,6,755.9999999999999,Moderate
74,1,0.9,20,6,108.0,Sedentary
44,0,0.9,60,5,270.0,Sedentary
44,1,6.0,20,4,480.0,Light
70,1,3.8,60,7,1596.0,Very Active
37,0,3.0,20,1,60.0,Sedentary
48,1,3.0,30,2,180.0,Sedentary
25,0,8.0,45,1,360.0,Light
66,1,4.0,30,2,240.0,Light
42,0,2.8,45,6,755.9999999999999,Moderate
35,1,1.5,30,6,270.0,Sedentary
63,1,4.0,30,1,120.0,Sedentary
41,0,10.0,30,1,300.0,Light
25,0,3.3,45,3,445.5,Light
20,0,4.0,30,4,480.0,Light
69,0,1.3,60,7,546.0,Moderate
47,1,8.0,20,4,640.0,Moderate
47,0,10.0,30,3,900.0,Moderate
47,0,10.0,45,1,450.0,Light
35,0,6.0,45,5,1350.0,Active
32,0,1.3,30,1,39.0,Sedentary
59,0,8.0,60,7,3360.0,Very Active
47,1,2.5,30,2,150.0,Sedentary
33,1,1.3,20,6,156.0,Sedentary
35,0,1.5,60,4,360.0,Light
23,1,0.9,60,5,270.0,Sedentary
48,1,3.0,45,3,405.0,Light
73,1,4.0,45,4,720.0,Moderate
39,0,2.8,30,2,168.0,Sedentary
19,0,9.0,60,6,3240.0,Very Active
75,0,7.0,60,4,1680.0,Very Active
27,1,5.5,45,2,495.0,Light
53,0,9.0,30,3,810.0,Moderate
55,1,7.0,20,4,560.0,Moderate
19,1,3.3,45,7,1039.5,Moderate
63,0,3.0,45,5,675.0,Moderate
42,1,7.0,60,6,2520.0,Very Active
19,1,4.0,60,2,480.0,Light
59,0,9.0,45,3,1215.0,Active
21,0,7.3,60,4,1752.0,Active
28,0,2.5,30,1,75.0,Sedentary
64,0,7.0,60,2,840.0,Moderate
63,0,8.0,60,2,960.0,Active
46,0,7.0,30,6,1260.0,Active
28,0,3.8,45,3,513.0,Light
29,1,1.3,60,7,546.0,Light
61,1,1.5,60,7,630.0,Moderate
68,1,7.0,60,4,1680.0,Very Active
18,0,8.0,60,7,3360.0,Very Active
31,1,5.5,45,4,990.0,Moderate
73,0,7.0,45,1,315.0,Light
74,1,2.0,45,3,270.0,Light
29,1,8.0,30,6,1440.0,Active
47,0,5.5,60,3,990.0,Moderate
25,0,7.0,60,1,420.0,Light
49,0,3.3,30,3,297.0,Light
70,1,4.0,30,2,240.0,Light
64,0,9.0,60,7,3780.0,Very Active
21,0,1.5,20,5,150.0,Sedentary
47,1,3.3,45,6,891.0,Moderate
26,0,8.0,60,5,2400.0,Very Active
69,0,5.5,20,2,220.0,Sedentary
74,1,10.0,30,2,600.0,Moderate
67,0,3.5,60,6,1260.0,Active
64,1,3.0,20,7,420.0,Light
72,1,9.0,30,7,1890.0,Very Active
26,1,6.0,30,4,720.0,Moderate
73,0,3.0,45,4,540.0,Moderate
73,0,3.0,20,7,420.0,Light
65,0,2.5,60,1,150.0,Sedentary
64,1,10.0,45,2,900.0,Moderate
44,1,3.0,30,3,270.0,Sedentary
39,1,2.0,20,4,160.0,Sedentary
20,0,10.0,45,5,2250.0,Very Active
51,1,8.0,45,7,2520.0,Very Active
60,0,6.0,45,6,1620.0,Very Active
62,1,2.8,30,7,588.0,Moderate
26,1,3.0,45,7,945.0,Moderate
33,1,3.8,60,4,912.0,Moderate
38,1,1.5,30,7,315.0,Light
20,0,6.0,45,1,270.0,Sedentary
58,0,3.5,45,6,945.0,Moderate
48,0,1.2,30,4,144.0,Sedentary
62,0,7.0,20,7,980.0,Active
72,0,5.5,30,2,330.0,Light
24,1,3.5,60,6,1260.0,Active
52,0,8.0,20,2,320.0,Light
55,0,7.0,20,4,560.0,Moderate
42,1,3.8,30,7,798.0,Moderate
59,1,4.0,30,4,480.0,Moderate
50,1,0.9,60,7,378.0,Light
59,1,7.0,30,3,630.0,Moderate
53,0,1.5,60,7,630.0,Moderate
65,1,7.0,20,3,420.0,Light
39,1,0.9,60,2,108.0,Sedentary
38,1,3.8,45,2,342.0,Light
38,1,10.0,20,7,1400.0,Active
36,0,3.8,60,1,228.0,Sedentary
32,0,7.0,60,1,420.0,Light
41,0,3.0,60,7,1260.0,Active
23,0,6.0,60,5,1800.0,Active
39,1,8.0,30,6,1440.0,Active
74,0,7.0,20,6,840.0,Moderate
65,0,7.0,45,1,315.0,Light
62,0,3.3,60,5,990.0,Active
69,1,2.0,60,6,720.0,Moderate
70,1,3.5,20,6,420.0,Light
35,0,4.0,20,2,160.0,Sedentary
43,0,9.0,20,4,720.0,Moderate
70,1,2.0,30,4,240.0,Light
60,1,8.0,20,2,320.0,Light
64,0,8.0,20,5,800.0,Moderate
29,1,2.5,30,6,450.0,Light
35,1,5.5,20,7,770.0,Moderate
61,1,6.0,45,7,1890.0,Very Active
51,1,2.0,20,1,40.0,Sedentary
65,0,2.5,30,7,525.0,Moderate
57,1,7.0,45,3,945.0,Moderate
51,0,0.9,45,4,162.0,Sedentary
21,1,6.0,30,1,180.0,Sedentary
70,0,9.0,30,2,540.0,Moderate
50,1,9.0,30,6,1620.0,Active
64,0,2.5,20,4,200.0,Sedentary
23,0,3.5,30,7,735.0,Moderate
27,1,0.9,20,3,54.0,Sedentary
27,0,4.0,20,3,240.0,Sedentary
42,1,4.0,20,4,320.0,Light
65,0,0.9,20,7,126.0,Sedentary
53,0,3.0,20,3,180.0,Sedentary
64,1,10.0,45,6,2700.0,Very Active
72,0,3.0,20,5,300.0,Light
60,1,4.0,45,6,1080.0,Active
36,0,3.8,20,1,76.0,Sedentary
55,0,1.2,30,2,72.0,Sedentary
72,1,6.0,60,3,1080.0,Active
34,1,3.0,20,3,180.0,Sedentary
50,1,9.0,45,3,1215.0,Active
32,0,2.5,45,2,225.0,Sedentary
28,1,3.3,45,3,445.5,Light
54,0,8.0,20,6,960.0,Moderate
35,0,7.0,60,6,2520.0,Very Active
28,1,3.5,60,7,1470.0,Active
46,1,4.0,20,1,80.0,Sedentary
18,0,2.8,30,6,504.0,Light
50,1,9.5,45,1,427.5,Light
28,1,1.3,30,5,195.0,Sedentary
33,1,7.0,60,1,420.0,Light
45,0,7.3,30,2,438.0,Light
49,1,7.0,45,6,1890.0,Very Active
58,1,6.0,45,3,810.0,Moderate
23,0,2.5,60,4,600.0,Light
20,0,10.0,45,1,450.0,Light
46,1,7.0,30,4,840.0,Moderate
27,1,5.0,30,1,150.0,Sedentary
68,0,7.3,60,5,2190.0,Very Active
29,1,10.0,60,1,600.0,Light
41,0,8.0,45,5,1800.0,Active
20,0,2.5,45,3,337.5,Light
46,1,7.0,30,2,420.0,Light
39,1,9.0,60,4,2160.0,Very Active
71,1,10.0,30,3,900.0,Active
54,0,3.5,30,4,420.0,Light
64,1,0.9,45,1,40.5,Sedentary
28,0,2.8,60,4,672.0,Moderate
63,1,6.0,30,2,360.0,Light
31,1,8.0,20,2,320.0,Light
32,1,1.5,20,6,180.0,Sedentary
51,1,2.5,45,2,225.0,Sedentary
74,0,6.0,30,6,1080.0,Active
23,1,4.0,20,5,400.0,Light
68,0,2.0,20,2,80.0,Sedentary
73,1,4.0,45,7,1260.0,Active
63,0,2.0,45,4,360.0,Light
46,0,3.3,30,7,693.0,Moderate
31,1,6.0,30,2,360.0,Light
20,0,2.0,45,7,630.0,Moderate
45,1,9.5,45,1,427.5,Light
32,1,7.0,30,6,1260.0,Active
24,0,9.5,20,3,570.0,Light
65,1,10.0,60,6,3600.0,Very Active
51,0,3.5,20,1,70.0,Sedentary
33,1,6.0,30,3,540.0,Light
57,0,1.5,20,4,120.0,Sedentary
64,0,7.0,20,5,700.0,Moderate
48,1,7.3,30,1,219.0,Sedentary
63,0,3.5,45,3,472.5,Moderate
61,1,2.0,60,3,360.0,Light
36,0,10.0,20,1,200.0,Sedentary
52,0,1.3,60,5,390.0,Light
23,0,10.0,45,2,900.0,Moderate
24,1,7.0,30,6,1260.0,Active
19,1,10.0,45,2,900.0,Moderate
55,1,4.0,60,7,1680.0,Very Active
68,0,3.3,30,5,495.0,Moderate
18,1,9.5,45,4,1710.0,Active
59,0,1.5,20,4,120.0,Sedentary
18,0,2.5,30,7,525.0,Light
48,1,3.0,45,1,135.0,Sedentary
67,0,10.0,20,6,1200.0,Active
52,1,6.0,60,6,2160.0,Very Active
55,1,10.0,45,2,900.0,Moderate
30,0,3.0,60,2,360.0,Light
34,0,9.0,45,1,405.0,Light
18,0,5.0,60,6,1800.0,Active
64,1,7.0,45,7,2205.0,Very Active
66,0,2.0,30,1,60.0,Sedentary
40,1,2.0,45,7,630.0,Moderate
61,1,5.0,60,6,1800.0,Very Active
48,0,1.2,60,5,360.0,Light
49,1,10.0,45,7,3150.0,Very Active
57,1,3.8,60,4,912.0,Moderate
33,1,10.0,45,1,450.0,Light
50,0,6.0,30,4,720.0,Moderate
70,1,3.8,30,2,228.0,Light
60,0,2.5,20,6,300.0,Light
18,1,8.0,30,3,720.0,Moderate
62,1,5.0,30,7,1050.0,Active
29,1,1.5,20,4,120.0,Sedentary
49,1,4.0,20,4,320.0,Light
51,0,3.8,30,3,342.0,Light
33,0,9.5,60,6,3420.0,Very Active
68,0,8.0,60,7,3360.0,Very Active
74,1,8.0,60,6,2880.0,Very Active
24,1,2.0,30,7,420.0,Light
62,0,3.3,45,6,891.0,Moderate
69,1,7.3,60,1,438.0,Light
26,1,7.3,20,4,584.0,Light
60,1,3.8,60,2,456.0,Light
28,1,4.0,60,5,1200.0,Moderate
28,0,9.0,60,3,1620.0,Active
64,0,3.5,20,3,210.0,Sedentary
49,0,4.0,30,6,720.0,Moderate
52,0,7.0,30,3,630.0,Moderate
23,0,0.9,20,1,18.0,Sedentary
24,0,1.3,20,5,130.0,Sedentary
60,0,8.0,45,5,1800.0,Very Active
72,0,4.0,45,6,1080.0,Active
56,0,6.0,30,1,180.0,Sedentary
48,0,4.0,45,2,360.0,Light
37,0,3.5,45,5,787.5,Moderate
59,0,5.5,30,1,165.0,Sedentary
55,0,3.0,45,5,675.0,Moderate
36,1,6.0,45,4,1080.0,Moderate
36,0,0.9,30,4,108.0,Sedentary
75,1,7.0,20,4,560.0,Moderate
47,1,8.0,30,6,1440.0,Active
46,1,8.0,60,1,480.0,Light
41,0,2.5,60,5,750.0,Moderate
40,1,2.0,30,3,180.0,Sedentary
60,0,9.0,60,6,3240.0,Very Active
51,1,3.0,20,1,60.0,Sedentary
20,0,4.0,20,7,560.0,Light
53,1,7.0,45,6,1890.0,Very Active
34,0,8.0,20,2,320.0,Light
68,1,2.0,60,1,120.0,Sedentary
24,1,1.5,60,6,540.0,Light
56,1,1.5,60,4,360.0,Light
68,0,7.0,30,1,210.0,Sedentary
52,1,9.0,30,4,1080.0,Active
74,0,3.5,45,6,945.0,Active
44,0,1.5,30,4,180.0,Sedentary
67,1,8.0,30,2,480.0,Moderate
50,0,6.0,60,2,720.0,Moderate
29,0,3.0,60,2,360.0,Light
37,1,1.3,30,6,234.0,Sedentary
22,1,3.0,20,6,360.0,Light
43,0,8.0,30,3,720.0,Moderate
66,1,6.0,45,5,1350.0,Active
54,1,4.0,20,3,240.0,Sedentary
24,0,2.0,20,3,120.0,Sedentary
48,0,3.0,20,5,300.0,Light
65,0,4.0,30,2,240.0,Light
32,1,4.0,45,3,540.0,Light
30,0,3.5,30,2,210.0,Sedentary
72,0,8.0,45,5,1800.0,Very Active
30,1,1.5,60,3,270.0,Sedentary
44,0,9.0,30,3,810.0,Moderate
30,1,9.0,60,2,1080.0,Moderate
59,1,9.5,45,7,2992.5,Very Active
33,0,9.5,30,7,1995.0,Very Active
39,0,4.0,60,4,960.0,Moderate
31,1,9.5,60,7,3990.0,Very Active
38,1,3.5,45,4,630.0,Moderate
44,1,1.2,60,7,504.0,Light
26,0,3.5,20,4,280.0,Sedentary
22,1,3.8,60,1,228.0,Sedentary
37,0,3.5,45,5,787.5,Moderate
48,1,5.5,45,1,247.5,Sedentary
52,0,5.5,45,7,1732.5,Very Active
56,1,10.0,30,6,1800.0,Very Active
37,0,3.0,45,1,135.0,Sedentary
51,0,2.5,45,5,562.5,Moderate
66,1,6.0,60,2,720.0,Moderate
26,0,1.5,20,7,210.0,Sedentary
58,1,6.0,45,7,1890.0,Very Active
62,0,2.8,45,1,125.99999999999999,Sedentary
63,1,3.8,60,5,1140.0,Active
56,1,9.0,30,1,270.0,Light
25,0,7.0,60,1,420.0,Light
31,1,9.5,30,5,1425.0,Active
21,1,3.5,60,4,840.0,Moderate
22,0,1.5,20,4,120.0,Sedentary
71,1,3.8,30,5,570.0,Moderate
21,0,6.0,30,6,1080.0,Moderate
45,1,7.0,45,1,315.0,Light
30,0,4.0,30,6,720.0,Moderate
24,1,2.5,20,4,200.0,Sedentary
34,0,8.0,30,2,480.0,Light
34,0,10.0,45,2,900.0,Moderate
51,0,1.3,20,4,104.0,Sedentary
22,1,2.0,45,4,360.0,Light
57,0,1.3,20,2,52.0,Sedentary
59,0,1.3,30,1,39.0,Sedentary
66,1,8.0,60,3,1440.0,Active
19,1,8.0,60,3,1440.0,Active
70,1,9.0,60,3,1620.0,Very Active
60,0,8.0,45,6,2160.0,Very Active
67,0,7.0,45,6,1890.0,Very Active
24,0,7.0,60,3,1260.0,Active
47,0,9.0,45,3,1215.0,Active
32,0,2.5,30,5,375.0,Light
73,1,3.8,60,5,1140.0,Active
39,0,1.2,20,3,72.0,Sedentary
55,1,2.5,20,1,50.0,Sedentary
55,1,3.5,45,2,315.0,Light
62,0,7.0,45,5,1575.0,Very Active
40,0,1.3,30,4,156.0,Sedentary
63,0,3.0,60,3,540.0,Moderate
31,0,9.0,20,7,1260.0,Active
66,1,2.5,30,6,450.0,Light
37,0,7.0,60,2,840.0,Moderate
33,1,7.0,45,3,945.0,Moderate
38,1,3.0,60,5,900.0,Moderate
35,1,7.0,30,4,840.0,Moderate
32,1,7.0,20,1,140.0,Sedentary
69,1,7.0,60,7,2940.0,Very Active
51,1,3.3,20,5,330.0,Light
46,1,3.5,20,2,140.0,Sedentary
60,1,8.0,60,4,1920.0,Very Active
70,1,9.0,30,5,1350.0,Active
74,0,1.5,20,4,120.0,Sedentary
64,0,2.0,60,6,720.0,Moderate
58,1,2.5,30,4,300.0,Light
38,1,4.0,20,1,80.0,Sedentary
42,0,2.0,20,4,160.0,Sedentary
21,1,2.8,60,5,840.0,Moderate
66,0,3.0,60,5,900.0,Moderate
36,0,4.0,30,1,120.0,Sedentary
75,1,10.0,60,6,3600.0,Very Active
39,0,3.5,45,1,157.5,Sedentary
36,0,2.5,30,2,150.0,Sedentary
48,1,8.0,60,6,2880.0,Very Active
53,0,1.5,30,5,225.0,Sedentary
48,1,6.0,60,5,1800.0,Very Active
71,1,8.0,20,4,640.0,Moderate
66,0,3.5,45,5,787.5,Moderate
56,1,9.5,60,1,570.0,Moderate
64,1,4.0,20,7,560.0,Moderate
67,1,6.0,20,3,360.0,Light
43,0,10.0,20,5,1000.0,Moderate
20,1,0.9,60,7,378.0,Light
54,0,6.0,60,6,2160.0,Very Active
35,0,7.3,45,4,1314.0,Active
75,0,4.0,45,2,360.0,Light
46,0,2.0,60,6,720.0,Moderate
49,0,10.0,60,4,2400.0,Very Active
38,0,2.5,20,5,250.0,Sedentary
23,0,4.0,45,5,900.0,Moderate
19,1,6.0,60,1,360.0,Light
60,1,1.2,45,6,324.0,Light
49,0,4.0,20,5,400.0,Light
58,1,10.0,45,2,900.0,Moderate
34,1,7.0,30,1,210.0,Sedentary
28,0,9.5,20,6,1140.0,Moderate
30,1,6.0,30,1,180.0,Sedentary
41,0,1.2,45,6,324.0,Light
55,0,2.8,30,7,588.0,Moderate
68,1,3.5,20,2,140.0,Sedentary
49,0,5.0,45,7,1575.0,Active
46,0,0.9,20,6,108.0,Sedentary
24,1,1.2,45,1,54.0,Sedentary
51,1,2.0,60,6,720.0,Moderate
65,0,6.0,45,6,1620.0,Very Active
56,1,3.5,30,4,420.0,Light
48,1,5.5,30,1,165.0,Sedentary
73,0,3.0,20,7,420.0,Light
41,0,8.0,45,6,2160.0,Very Active
68,0,6.0,60,4,1440.0,Active
40,1,9.0,60,1,540.0,Light
25,0,0.9,20,6,108.0,Sedentary
44,0,2.5,30,7,525.0,Light
45,0,8.0,30,6,1440.0,Active
56,0,9.5,30,1,285.0,Light
59,1,3.5,30,5,525.0,Moderate
36,0,8.0,60,6,2880.0,Very Active
19,0,4.0,30,3,360.0,Light
60,1,3.0,20,7,420.0,Light
25,1,1.2,45,1,54.0,Sedentary
31,0,8.0,30,1,240.0,Sedentary
53,0,1.5,45,4,270.0,Light
58,1,7.0,30,5,1050.0,Active
36,0,10.0,30,6,1800.0,Active
65,1,7.0,30,5,1050.0,Active
39,1,6.0,60,5,1800.0,Active
69,0,3.0,20,7,420.0,Light
32,0,3.8,20,4,304.0,Light
44,0,9.5,60,5,2850.0,Very Active
60,0,2.8,20,7,392.0,Light
31,1,8.0,60,4,1920.0,Active
69,1,1.5,45,2,135.0,Sedentary
74,1,2.5,45,5,562.5,Moderate
67,0,4.0,60,6,1440.0,Active
48,1,7.3,30,5,1095.0,Active
51,0,2.8,30,7,588.0,Moderate
19,0,4.0,45,2,360.0,Light
51,0,4.0,30,3,360.0,Light
43,0,5.5,60,2,660.0,Moderate
36,1,6.0,20,7,840.0,Moderate
69,1,7.0,45,6,1890.0,Very Active
36,1,6.0,60,7,2520.0,Very Active
26,1,10.0,30,3,900.0,Moderate
34,0,4.0,45,2,360.0,Light
45,0,2.5,20,7,350.0,Light
62,1,5.0,45,7,1575.0,Very Active
25,0,6.0,45,3,810.0,Moderate
61,1,9.5,60,6,3420.0,Very Active
49,1,7.0,20,6,840.0,Moderate
45,1,5.0,45,5,1125.0,Active
44,1,3.5,60,1,210.0,Sedentary
34,0,7.0,20,7,980.0,Moderate
30,1,8.0,30,1,240.0,Sedentary
42,0,3.3,60,6,1188.0,Active
36,0,6.0,30,6,1080.0,Moderate
32,0,3.3,60,3,594.0,Moderate
44,0,8.0,20,6,960.0,Moderate
43,1,9.5,20,3,570.0,Moderate
24,1,1.3,45,6,351.0,Light
20,1,9.0,20,1,180.0,Sedentary
44,1,3.0,30,7,630.0,Moderate
65,0,8.0,30,3,720.0,Moderate
67,0,2.5,30,1,75.0,Sedentary
27,0,7.0,20,5,700.0,Moderate
59,0,1.5,30,6,270.0,Light
20,1,1.5,60,1,90.0,Sedentary
74,0,8.0,45,7,2520.0,Very Active
34,1,7.0,30,3,630.0,Moderate
66,1,1.3,20,6,156.0,Sedentary
18,0,7.0,30,1,210.0,Sedentary
42,1,7.0,45,6,1890.0,Very Active
20,0,6.0,60,7,2520.0,Very Active
64,0,3.5,60,7,1470.0,Active
23,0,7.0,20,1,140.0,Sedentary
49,1,3.0,60,1,180.0,Sedentary
33,0,5.0,30,2,300.0,Light
47,0,7.0,60,7,2940.0,Very Active
54,0,2.0,45,1,90.0,Sedentary
61,0,2.5,20,4,200.0,Sedentary
47,1,8.0,30,3,720.0,Moderate
55,0,9.0,60,2,1080.0,Active
31,1,3.8,30,6,684.0,Moderate
24,1,6.0,30,3,540.0,Light
41,0,2.5,60,2,300.0,Light
46,1,0.9,45,1,40.5,Sedentary
18,0,7.0,60,2,840.0,Moderate
57,1,3.3,60,4,792.0,Moderate
53,0,7.3,45,7,2299.5,Very Active
21,0,3.5,60,1,210.0,Sedentary
74,1,5.0,30,1,150.0,Sedentary
38,0,3.0,20,3,180.0,Sedentary
55,0,1.2,45,6,324.0,Light
74,0,3.0,30,5,450.0,Moderate
63,0,3.5,45,4,630.0,Moderate
42,1,6.0,20,6,720.0,Moderate
24,1,3.5,45,2,315.0,Light
27,0,5.0,30,6,900.0,Moderate
24,0,2.0,30,3,180.0,Sedentary
46,0,6.0,45,1,270.0,Light
39,1,3.3,30,4,396.0,Light
46,1,2.5,45,6,675.0,Moderate
43,0,7.0,20,5,700.0,Moderate
74,0,3.5,30,2,210.0,Sedentary
42,1,3.8,45,3,513.0,Light
52,1,9.5,45,2,855.0,Moderate
66,0,8.0,60,2,960.0,Active
23,1,6.0,30,1,180.0,Sedentary
42,0,7.0,60,7,2940.0,Very Active
28,0,8.0,20,3,480.0,Light
68,0,2.0,30,1,60.0,Sedentary
35,1,10.0,45,5,2250.0,Very Active
70,1,7.0,30,6,1260.0,Active
53,1,5.0,60,6,1800.0,Very Active
64,0,8.0,30,1,240.0,Light
27,0,2.0,45,7,630.0,Moderate
36,0,7.0,20,2,280.0,Sedentary
24,0,8.0,60,1,480.0,Light
75,0,4.0,30,6,720.0,Moderate
33,1,2.8,45,1,125.99999999999999,Sedentary
49,1,4.0,60,4,960.0,Moderate
67,0,7.0,20,6,840.0,Moderate
21,0,3.5,45,5,787.5,Moderate
64,0,6.0,45,2,540.0,Moderate
56,0,8.0,45,7,2520.0,Very Active
74,1,2.5,30,6,450.0,Moderate
71,1,7.0,45,4,1260.0,Active
49,0,0.9,20,3,54.0,Sedentary
24,1,7.0,30,5,1050.0,Moderate
33,0,3.0,20,1,60.0,Sedentary
32,1,7.0,45,3,945.0,Moderate
62,0,3.0,45,1,135.0,Sedentary
34,1,1.2,60,7,504.0,Light
48,0,3.8,60,2,456.0,Light
30,0,6.0,20,4,480.0,Light
29,0,8.0,45,5,1800.0,Active
32,0,4.0,30,7,840.0,Moderate
53,1,7.0,30,4,840.0,Moderate
70,1,10.0,60,4,2400.0,Very Active
66,1,3.5,30,1,105.0,Sedentary
70,0,3.5,20,1,70.0,Sedentary
62,1,5.5,60,7,2310.0,Very Active
40,0,8.0,45,4,1440.0,Active
64,0,2.5,60,1,150.0,Sedentary
22,0,5.0,45,4,900.0,Moderate
29,1,3.0,30,6,540.0,Light
29,0,7.0,30,1,210.0,Sedentary
43,1,6.0,20,6,720.0,Moderate
44,0,1.5,45,4,270.0,Sedentary
75,1,6.0,60,3,1080.0,Active
34,0,7.0,30,6,1260.0,Active
47,0,7.0,20,1,140.0,Sedentary
35,1,1.2,30,4,144.0,Sedentary
29,0,2.0,60,6,720.0,Moderate
44,0,7.0,20,3,420.0,Light
48,0,8.0,20,3,480.0,Light
20,0,6.0,20,3,360.0,Light
66,1,0.9,60,4,216.0,Sedentary
22,0,7.0,60,2,840.0,Moderate
67,1,3.8,45,7,1197.0,Active
49,1,3.5,30,2,210.0,Sedentary
20,0,10.0,45,1,450.0,Light
45,0,2.8,45,5,629.9999999999999,Moderate
47,1,1.5,45,2,135.0,Sedentary
62,1,1.5,45,6,405.0,Light
52,1,3.0,20,7,420.0,Light
26,0,10.0,30,2,600.0,Light
34,1,6.0,30,4,720.0,Moderate
54,0,3.8,45,1,171.0,Sedentary
52,1,10.0,20,3,600.0,Moderate
32,1,10.0,20,7,1400.0,Active
32,1,0.9,45,6,243.0,Sedentary
75,0,0.9,30,6,162.0,Sedentary
34,1,6.0,30,6,1080.0,Moderate
41,0,4.0,20,1,80.0,Sedentary
31,1,6.0,20,5,600.0,Moderate
65,0,8.0,30,5,1200.0,Active
37,0,0.9,45,4,162.0,Sedentary
67,0,3.0,60,5,900.0,Moderate
40,1,0.9,20,3,54.0,Sedentary
72,0,7.0,30,4,840.0,Moderate
61,1,3.5,60,7,1470.0,Active
41,0,7.3,60,2,876.0,Moderate
39,0,6.0,60,2,720.0,Moderate
49,0,3.5,30,2,210.0,Sedentary
48,1,8.0,60,4,1920.0,Very Active
30,0,6.0,30,7,1260.0,Active
35,0,0.9,45,2,81.0,Sedentary
71,1,4.0,60,2,480.0,Moderate
28,1,7.0,60,6,2520.0,Very Active
40,0,3.5,20,3,210.0,Sedentary
20,0,2.0,45,1,90.0,Sedentary
71,0,2.8,60,1,168.0,Sedentary
20,1,8.0,20,3,480.0,Light
61,0,9.0,20,1,180.0,Sedentary
62,0,8.0,20,3,480.0,Moderate
18,0,8.0,30,7,1680.0,Active
60,0,8.0,20,4,640.0,Moderate
21,1,7.3,20,5,730.0,Moderate
30,0,3.5,45,4,630.0,Moderate
25,0,8.0,20,4,640.0,Moderate
61,0,5.5,45,2,495.0,Moderate
52,1,9.0,30,1,270.0,Light
63,0,6.0,60,5,1800.0,Very Active
52,1,10.0,30,3,900.0,Moderate
19,1,2.5,30,7,525.0,Light
71,0,7.0,20,5,700.0,Moderate
73,0,3.3,60,4,792.0,Moderate
60,1,0.9,30,6,162.0,Sedentary
18,0,8.0,20,6,960.0,Moderate
