"goal_text","label"
"Need to burn waist fat in a healthy way","loss"
"Looking to add weight for strength","gain"
"I want to keep my shape stable as it is","maintain"
"Trying to stay in health","maintain"
"My goal is muscle gain and size in a healthy way","gain"
"Want to bulk up and gain weight naturally","gain"
"My goal is to remain present fitness level","maintain"
"Trying to put on strength in a healthy way","gain"
"No weight change, just body condition as it is","maintain"
"I want to gain weight in a healthy way","gain"
"I want to keep my shape stable consistently","maintain"
"I want to get lean by losing belly fat naturally","loss"
"Just trying to stay shape as it is","maintain"
"Need to burn fat over time","loss"
"Planning to cut waist fat naturally","loss"
"My goal is fat loss and extra kilos in a healthy way","loss"
"I want to keep my shape stable without weight change","maintain"
"Trying to stay in shape consistently","maintain"
"I want to grow my muscle","gain"
"My goal is muscle gain and overall mass","gain"
"I want to lose overall body fat in a healthy way","loss"
"My goal is muscle gain and strength naturally","gain"
"I want to keep my body condition stable without weight change","maintain"
"I want to gain strength in a healthy way","gain"
"I am aiming to increase lean muscle for gym training","gain"
"Need to burn calories","loss"
"I want to grow my muscle mass naturally","gain"
"I am aiming to increase overall mass for strength","gain"
"I am aiming to increase overall mass in a healthy way","gain"
"My goal is to remain weight consistently","maintain"
"I want to keep my current body stable","maintain"
"Planning to cut fat safely","loss"
"Trying to reduce overall body fat over time","loss"
"Planning to cut weight naturally","loss"
"Focus is overall present fitness level as it is","maintain"
"Trying to reduce extra kilos safely","loss"
"My aim is to preserve my shape without weight change","maintain"
"No weight change, just physique without weight change","maintain"
"Trying to build size for strength","gain"
"Need to burn calories naturally","loss"
"Trying to drop calories over time","loss"
"Planning to cut unwanted fat","loss"
"Need to increase lean muscle naturally","gain"
"Trying to stay in overall wellness long term","maintain"
"I want to continue being fitness without weight change","maintain"
"I want to get lean by losing calories in a healthy way","loss"
"Trying to drop belly fat over time","loss"
"I want to grow my muscle for strength","gain"
"Trying to stay in weight","maintain"
"Looking to decrease unwanted fat over time","loss"
"My goal is to remain current body as it is","maintain"
"Looking to decrease fat","loss"
"My goal is muscle gain and healthy weight for strength","gain"
"I am aiming to increase weight for gym training","gain"
"My goal is to remain shape as it is","maintain"
"Trying to reduce excess weight over time","loss"
"I want to get lean by losing body fat over time","loss"
"I want to maintain my weight long term","maintain"
"Just trying to stay body condition consistently","maintain"
"Trying to reduce belly fat","loss"
"I am aiming to lose excess weight safely","loss"
"I am aiming to lose unwanted fat safely","loss"
"Planning to cut overall body fat naturally","loss"
"I am aiming to increase muscle mass naturally","gain"
"I am aiming to increase overall mass for gym training","gain"
"Trying to put on size in a healthy way","gain"
"My goal is muscle gain and weight for gym training","gain"
"Trying to drop overall body fat in a healthy way","loss"
"I am aiming to increase healthy weight naturally","gain"
"Want to bulk up and gain overall mass for gym training","gain"
"Trying to reduce unwanted fat over time","loss"
"Need to burn body fat over time","loss"
"Looking to decrease weight in a healthy way","loss"
"Just trying to stay physique without weight change","maintain"
"I am aiming to increase muscle mass naturally","gain"
"My goal is to remain physique consistently","maintain"
"I want to grow my muscle in a healthy way","gain"
"I want to keep my shape stable long term","maintain"
"I want to get lean by losing unwanted fat over time","loss"
"I want to maintain my body condition","maintain"
"Trying to drop overall body fat naturally","loss"
"My goal is to remain current body as it is","maintain"
"I am aiming to increase muscle mass for gym training","gain"
"I want to slim down by reducing fat","loss"
"No weight change, just health","maintain"
"My goal is fat loss and excess weight safely","loss"
"I want to maintain my shape as it is","maintain"
"I want to maintain my shape as it is","maintain"
"Trying to build overall mass for strength","gain"
"I want to gain size for strength","gain"
"Need to increase strength for strength","gain"
"Trying to build body mass naturally","gain"
"Need to increase weight naturally","gain"
"I want to maintain my current body as it is","maintain"
"Trying to drop calories naturally","loss"
"Trying to reduce calories safely","loss"
"Planning to cut extra kilos","loss"
"Need to increase size in a healthy way","gain"
"I am aiming to lose belly fat","loss"
"Looking to add muscle","gain"
"I want to keep my physique stable without weight change","maintain"
"My aim is to preserve my shape long term","maintain"
"Looking to add lean muscle for gym training","gain"
"I am aiming to increase overall mass for strength","gain"
"My goal is to remain overall wellness as it is","maintain"
"I am aiming to increase muscle mass for gym training","gain"
"I want to keep my weight stable","maintain"
"Just trying to stay health consistently","maintain"
"Looking to decrease overall body fat in a healthy way","loss"
"Trying to stay in overall wellness","maintain"
